mfr,ctg,dep,rev,mat,imp_mat,m_retail,land,role,core_dom,imp_kind,core_imp,core,identified,fx
ע.רן שיווק כי טוב בעמ,דגנים מיוחדים,דגנים ודגנים מיוחדים,5.041804511031217,0.45,0.9,0.27,0.68,UNK,0.47500000000000003,,0.68,0.6519479209314285,0.673679657279349,65.19479209314285
פרוטרי שיווק,דגנים מיוחדים,דגנים ודגנים מיוחדים,3.5458776497832845,0.45,0.9,0.27,0.68,DOM,0.47500000000000003,,0.68,0.47500000000000003,0.673679657279349,47.5
"קבוצת שטראוס בע""מ",דגנים מיוחדים,דגנים ודגנים מיוחדים,1.678033767003774,0.45,0.9,0.27,0.68,DOM,0.47500000000000003,,0.68,0.47500000000000003,0.673679657279349,47.5
גן שמואל,דגנים מיוחדים,דגנים ודגנים מיוחדים,3.9444649897261232,0.45,0.9,0.27,0.68,UNK,0.47500000000000003,,0.68,0.6519479209314285,0.673679657279349,65.19479209314285
אינטרסן בעמ,דאודורנט לגברים,היגיינה וטיפוח הגוף,1.6335824448304221,0.35,0.8,0.32,0.55,UNK,0.35,,0.55,0.40058346037536346,0.9379465271537525,40.058346037536346
חלאבין קוסמטיק,דאודורנט לגברים,היגיינה וטיפוח הגוף,4.494928626673952,0.35,0.8,0.32,0.55,UNK,0.35,,0.55,0.40058346037536346,0.9379465271537525,40.058346037536346
יצרן פרטי,דאודורנט לגברים,היגיינה וטיפוח הגוף,10.482278092221666,0.35,0.8,0.32,0.55,BUCKET,0.35,,0.55,0.40058346037536346,0.9379465271537525,40.058346037536346
פוליבה,דאודורנט לגברים,היגיינה וטיפוח הגוף,0.6458742948019147,0.35,0.8,0.32,0.55,IMP,0.35,BRAND,0.45000000000000007,0.45000000000000007,0.9379465271537525,45.00000000000001
יוניליוור ישראל,דאודורנט נשים,היגיינה וטיפוח הגוף,315.6819109299402,0.35,0.8,0.32,0.55,DOM,0.35,,0.55,0.35,0.8875838840326326,35.0
BDF,דאודורנט נשים,היגיינה וטיפוח הגוף,46.57890401163244,0.35,0.8,0.32,0.55,IMP,0.35,BRAND,0.45000000000000007,0.45000000000000007,0.8875838840326326,45.00000000000001
סנו,דאודורנט נשים,היגיינה וטיפוח הגוף,168.526613335447,0.35,0.8,0.32,0.55,DOM,0.35,,0.55,0.35,0.8875838840326326,35.0
דנשר,הגיינה נשית,היגיינה וטיפוח הגוף,8.361392139134127,0.35,0.8,0.32,0.55,IMP,0.35,TRADER,0.67,0.67,0.9481423000308351,67.0
אריסטוקרט מ.ב.ל יבוא,הגיינה נשית,היגיינה וטיפוח הגוף,0.6917094879525864,0.35,0.8,0.32,0.55,IMP,0.35,TRADER,0.67,0.67,0.9481423000308351,67.0
שסטוביץ,הגיינה נשית,היגיינה וטיפוח הגוף,180.0415374784256,0.35,0.8,0.32,0.55,IMP,0.35,TRADER,0.67,0.67,0.9481423000308351,67.0
חוגלה קימברלי,הגיינה נשית,היגיינה וטיפוח הגוף,359.56811313600076,0.35,0.8,0.32,0.55,IMP,0.35,BRAND,0.45000000000000007,0.45000000000000007,0.9481423000308351,45.00000000000001
ליברס,הגיינה נשית,היגיינה וטיפוח הגוף,0.20377250199950117,0.35,0.8,0.32,0.55,UNK,0.35,,0.55,0.4667398125872215,0.9481423000308351,46.67398125872215
"יקבי עמק האלה בע""מ",הגיינה נשית,היגיינה וטיפוח הגוף,1.2013678742894924,0.35,0.8,0.32,0.55,DOM,0.35,,0.55,0.35,0.9481423000308351,35.0
פרוטרי שיווק,הגיינה נשית,היגיינה וטיפוח הגוף,8.25110583372389,0.35,0.8,0.32,0.55,DOM,0.35,,0.55,0.35,0.9481423000308351,35.0
ליברטי שירותי סחר ומוצרי,היגיינת מבוגרים,היגיינה וטיפוח הגוף,4.377655359553959,0.35,0.8,0.32,0.55,IMP,0.35,TRADER,0.67,0.67,0.7109769215193257,67.0
ספק כללי,היגיינת מבוגרים,היגיינה וטיפוח הגוף,2.8893466316206418,0.35,0.8,0.32,0.55,BUCKET,0.35,,0.55,0.4520299919111389,0.7109769215193257,45.20299919111389
סנו,היגיינת מבוגרים,היגיינה וטיפוח הגוף,0.4365609074048707,0.35,0.8,0.32,0.55,DOM,0.35,,0.55,0.35,0.7109769215193257,35.0
בלמון/אינטרקוסמה,מברשות שיניים,היגיינת הפה,0.11873622846344144,0.3,0.8,0.32,0.55,UNK,0.31,,0.55,0.465108534117067,0.878522249125633,46.5108534117067
דיפלומט,מברשות שיניים,היגיינת הפה,246.5008528555602,0.3,0.8,0.32,0.55,IMP,0.31,BRAND,0.45000000000000007,0.45000000000000007,0.878522249125633,45.00000000000001
קולגייט פלמוליב,מברשות שיניים,היגיינת הפה,204.4353861560344,0.3,0.8,0.32,0.55,IMP,0.31,BRAND,0.45000000000000007,0.45000000000000007,0.878522249125633,45.00000000000001
גורי בעמ,מברשות שיניים,היגיינת הפה,46.056237796833436,0.3,0.8,0.32,0.55,DOM,0.31,,0.55,0.31,0.878522249125633,31.0
יצרן לא ידוע,מברשות שיניים,היגיינת הפה,2.231876982676751,0.3,0.8,0.32,0.55,BUCKET,0.31,,0.55,0.465108534117067,0.878522249125633,46.5108534117067
ג'ייסון,משחות שיניים,היגיינת הפה,2.205212788655712,0.3,0.8,0.32,0.55,UNK,0.31,,0.55,0.4156536991485299,0.9404873545785759,41.56536991485299
דנשר,משחות שיניים,היגיינת הפה,3.091946192618735,0.3,0.8,0.32,0.55,IMP,0.31,TRADER,0.67,0.67,0.9404873545785759,67.0
כמיפל,משחות שיניים,היגיינת הפה,21.015064253639586,0.3,0.8,0.32,0.55,UNK,0.31,,0.55,0.4156536991485299,0.9404873545785759,41.56536991485299
שסטוביץ,משחות שיניים,היגיינת הפה,107.2627841225565,0.3,0.8,0.32,0.55,IMP,0.31,TRADER,0.67,0.67,0.9404873545785759,67.0
כצט נובלוג בעמ,שטיפות פה,היגיינת הפה,1.8476336795000001,0.3,0.8,0.32,0.55,UNK,0.31,,0.55,0.4341657469644264,0.9390711895192433,43.41657469644264
סנו,שטיפות פה,היגיינת הפה,40.74049860929127,0.3,0.8,0.32,0.55,DOM,0.31,,0.55,0.31,0.9390711895192433,31.0
ואמבליס פודס,חטיפי דגנים ופירות למבוגרים,חטיפי דגנים וחלבון,1.163937650915438,0.4,0.8,0.28,0.62,UNK,0.39000000000000007,,0.62,0.46418432702669865,0.8421011801298316,46.41843270266987
רפאלס,חטיפי דגנים ופירות למבוגרים,חטיפי דגנים וחלבון,23.984319135856246,0.4,0.8,0.28,0.62,UNK,0.39000000000000007,,0.62,0.46418432702669865,0.8421011801298316,46.41843270266987
לקקני ישראל,חטיפי דגנים ופירות למבוגרים,חטיפי דגנים וחלבון,0.01679619765233,0.4,0.8,0.28,0.62,UNK,0.39000000000000007,,0.62,0.46418432702669865,0.8421011801298316,46.41843270266987
"מור ים מרקטינג בע""מ",חטיפי דגנים ופירות למבוגרים,חטיפי דגנים וחלבון,0.03803108477959756,0.4,0.8,0.28,0.62,UNK,0.39000000000000007,,0.62,0.46418432702669865,0.8421011801298316,46.41843270266987
טמפו,חטיפי דגנים ופירות למבוגרים,חטיפי דגנים וחלבון,0.4865872353241051,0.4,0.8,0.28,0.62,DOM,0.39000000000000007,,0.62,0.39000000000000007,0.8421011801298316,39.00000000000001
ר. ציציק בעמ,חטיפי דגנים ופירות למבוגרים,חטיפי דגנים וחלבון,1.2146358038157778,0.4,0.8,0.28,0.62,UNK,0.39000000000000007,,0.62,0.46418432702669865,0.8421011801298316,46.41843270266987
"קבוצת שטראוס בע""מ",חטיפי דגנים ופירות למבוגרים,חטיפי דגנים וחלבון,77.82837937079992,0.4,0.8,0.28,0.62,DOM,0.39000000000000007,,0.62,0.39000000000000007,0.8421011801298316,39.00000000000001
מרבה,חטיפי דגנים ופירות למבוגרים,חטיפי דגנים וחלבון,193.07260961683568,0.4,0.8,0.28,0.62,DOM,0.39000000000000007,,0.62,0.39000000000000007,0.8421011801298316,39.00000000000001
אשבול,חטיפי דגנים לילדים,חטיפי דגנים וחלבון,0.9072475441459498,0.4,0.8,0.28,0.62,UNK,0.39000000000000007,,0.62,0.39426367704334525,0.9865540730442727,39.426367704334524
אסם-נסטלה,חטיפי דגנים לילדים,חטיפי דגנים וחלבון,14.521084119639664,0.4,0.8,0.28,0.62,DOM,0.39000000000000007,,0.62,0.39000000000000007,0.9865540730442727,39.00000000000001
גורי בעמ,חטיפי חלבון,חטיפי דגנים וחלבון,16.326131790984288,0.55,0.12,0.28,0.62,DOM,0.136,,0.62,0.136,0.6852216128881315,13.600000000000001
ממה חטיפי אנרגיה,חטיפי חלבון,חטיפי דגנים וחלבון,0.3386270854697374,0.55,0.12,0.28,0.62,UNK,0.136,,0.62,0.37550225426572825,0.6852216128881315,37.55022542657282
טרופוד,חטיפי חלבון,חטיפי דגנים וחלבון,0.19700801711135146,0.55,0.12,0.28,0.62,UNK,0.136,,0.62,0.37550225426572825,0.6852216128881315,37.55022542657282
יצרן לא ידוע,חטיפי חלבון,חטיפי דגנים וחלבון,1.80918644,0.55,0.12,0.28,0.62,BUCKET,0.136,,0.62,0.37550225426572825,0.6852216128881315,37.55022542657282
מארס ישראל,חטיפי חלבון,חטיפי דגנים וחלבון,13.921932660578793,0.55,0.12,0.28,0.62,IMP,0.136,BRAND,0.52,0.52,0.6852216128881315,52.0
אחים וולף שיווק מזון בעמ,בייגלה,חטיפים מלוחים,0.44281543456905265,0.4,0.7,0.28,0.65,UNK,0.35,,0.65,0.37227638686595105,0.7953678108353943,37.22763868659511
פאן אינטר,בייגלה,חטיפים מלוחים,0.3990967253722102,0.4,0.7,0.28,0.65,IMP,0.35,MIXED,0.65,0.65,0.7953678108353943,65.0
יוניליוור ישראל,בייגלה,חטיפים מלוחים,155.72773592481974,0.4,0.7,0.28,0.65,DOM,0.35,,0.65,0.35,0.7953678108353943,35.0
ליב בעמ,בייגלה,חטיפים מלוחים,1.1710019832217422,0.4,0.7,0.28,0.65,UNK,0.35,,0.65,0.37227638686595105,0.7953678108353943,37.22763868659511
ליימן שליסל,בייגלה,חטיפים מלוחים,12.414863282574373,0.4,0.7,0.28,0.65,IMP,0.35,TRADER,0.77,0.77,0.7953678108353943,77.0
סניידרס,בייגלה,חטיפים מלוחים,98.89701228837154,0.4,0.7,0.28,0.65,UNK,0.35,,0.65,0.37227638686595105,0.7953678108353943,37.22763868659511
ספק כללי,בייגלה,חטיפים מלוחים,5.888620707214167,0.4,0.7,0.28,0.65,BUCKET,0.35,,0.65,0.37227638686595105,0.7953678108353943,37.22763868659511
הדר אפיפית,בייגלה,חטיפים מלוחים,2.0295954131387477,0.4,0.7,0.28,0.65,UNK,0.35,,0.65,0.37227638686595105,0.7953678108353943,37.22763868659511
"שטראוס גרופ בע""מ",בייגלה,חטיפים מלוחים,0.37303002091232124,0.4,0.7,0.28,0.65,DOM,0.35,,0.65,0.35,0.7953678108353943,35.0
באגסי,חטיפים,חטיפים מלוחים,42.296074936224166,0.4,0.7,0.28,0.65,UNK,0.35,,0.65,0.3973902988889322,0.9464455650140394,39.73902988889322
באפי,חטיפים,חטיפים מלוחים,1.4674603488338376,0.4,0.7,0.28,0.65,UNK,0.35,,0.65,0.3973902988889322,0.9464455650140394,39.73902988889322
"דדוש דניאל שווק מזון בע""מ",חטיפים,חטיפים מלוחים,2.698833525530802,0.4,0.7,0.28,0.65,UNK,0.35,,0.65,0.3973902988889322,0.9464455650140394,39.73902988889322
טי שייפ בעמ,חטיפים,חטיפים מלוחים,3.1118606966410836,0.4,0.7,0.28,0.65,UNK,0.35,,0.65,0.3973902988889322,0.9464455650140394,39.73902988889322
"טעם אסיה בע""מ",חטיפים,חטיפים מלוחים,32.825479882189654,0.4,0.7,0.28,0.65,UNK,0.35,,0.65,0.3973902988889322,0.9464455650140394,39.73902988889322
שטרוק,חטיפים,חטיפים מלוחים,11.411760681609067,0.4,0.7,0.28,0.65,UNK,0.35,,0.65,0.3973902988889322,0.9464455650140394,39.73902988889322
לקקני ישראל,חטיפים,חטיפים מלוחים,0.31177141119729745,0.4,0.7,0.28,0.65,UNK,0.35,,0.65,0.3973902988889322,0.9464455650140394,39.73902988889322
"מור ים מרקטינג בע""מ",חטיפים,חטיפים מלוחים,11.463104402432382,0.4,0.7,0.28,0.65,UNK,0.35,,0.65,0.3973902988889322,0.9464455650140394,39.73902988889322
אל סבור,חטיפים,חטיפים מלוחים,9.11637556039024,0.4,0.7,0.28,0.65,UNK,0.35,,0.65,0.3973902988889322,0.9464455650140394,39.73902988889322
מאיה,חטיפים,חטיפים מלוחים,22.798916136022022,0.4,0.7,0.28,0.65,IMP,0.35,BRAND,0.55,0.55,0.9464455650140394,55.00000000000001
"מנה י.א בע""מ",חטיפים,חטיפים מלוחים,7.325091396238804,0.4,0.7,0.28,0.65,UNK,0.35,,0.65,0.3973902988889322,0.9464455650140394,39.73902988889322
שורי אינטרפודס,חטיפים,חטיפים מלוחים,0.3309537860972581,0.4,0.7,0.28,0.65,UNK,0.35,,0.65,0.3973902988889322,0.9464455650140394,39.73902988889322
הורליין,חטיפים,חטיפים מלוחים,0.22461014508394533,0.4,0.7,0.28,0.65,UNK,0.35,,0.65,0.3973902988889322,0.9464455650140394,39.73902988889322
נטורפוד,חטיפים,חטיפים מלוחים,0.6567435654687002,0.4,0.7,0.28,0.65,DOM,0.35,,0.65,0.35,0.9464455650140394,35.0
"עשר ברוס ע.ט. בע""מ",חטיפים,חטיפים מלוחים,0.5999267600846696,0.4,0.7,0.28,0.65,UNK,0.35,,0.65,0.3973902988889322,0.9464455650140394,39.73902988889322
פרוטרי שיווק,חטיפים,חטיפים מלוחים,5.291930740121522,0.4,0.7,0.28,0.65,DOM,0.35,,0.65,0.35,0.9464455650140394,35.0
קבוצת אסם סחר,חטיפים,חטיפים מלוחים,447.1062424874539,0.4,0.7,0.28,0.65,IMP,0.35,TRADER,0.77,0.77,0.9464455650140394,77.0
שוקחה,חטיפים,חטיפים מלוחים,1.7963859399862103,0.4,0.7,0.28,0.65,DOM,0.35,,0.65,0.35,0.9464455650140394,35.0
"קבוצת שטראוס בע""מ",חטיפים,חטיפים מלוחים,548.3039129956359,0.4,0.7,0.28,0.65,DOM,0.35,,0.65,0.35,0.9464455650140394,35.0
קוואקר אואטס,חטיפים,חטיפים מלוחים,7.823011378793284,0.4,0.7,0.28,0.65,IMP,0.35,TRADER,0.77,0.77,0.9464455650140394,77.0
שסטוביץ,חטיפים,חטיפים מלוחים,95.52932799853664,0.4,0.7,0.28,0.65,IMP,0.35,TRADER,0.77,0.77,0.9464455650140394,77.0
מורז,היגיינת השיער,טיפוח השיער,0.4212262228581736,0.3,0.8,0.33,0.55,UNK,0.31,,0.55,0.4050124017840513,0.14431935587171263,40.501240178405126
ספק כללי,היגיינת השיער,טיפוח השיער,0.1103766499999999,0.3,0.8,0.33,0.55,BUCKET,0.31,,0.55,0.4050124017840513,0.14431935587171263,40.501240178405126
"ב.ה. דבליו יבוא ושיווק בע""מ",מרכך שיער,טיפוח השיער,4.195007601469419,0.3,0.8,0.33,0.55,IMP,0.31,TRADER,0.67,0.67,0.8913972270060614,67.0
א.ל. ארמן,מרכך שיער,טיפוח השיער,13.426862835520105,0.3,0.8,0.33,0.55,UNK,0.31,,0.55,0.37529167534483165,0.8913972270060614,37.529167534483165
פרוקטר וגמבל,מרכך שיער,טיפוח השיער,140.2195158169779,0.3,0.8,0.33,0.55,IMP,0.31,BRAND,0.45000000000000007,0.45000000000000007,0.8913972270060614,45.00000000000001
הנקל סוד,מרכך שיער,טיפוח השיער,44.76689681512477,0.3,0.8,0.33,0.55,IMP,0.31,BRAND,0.45000000000000007,0.45000000000000007,0.8913972270060614,45.00000000000001
"סול מערכות שיווק קוסמטיקה ושיער בע""מ",מרכך שיער,טיפוח השיער,9.449185738716587,0.3,0.8,0.33,0.55,UNK,0.31,,0.55,0.37529167534483165,0.8913972270060614,37.529167534483165
סאסה קוסמטיקה,מרכך שיער,טיפוח השיער,1.6615332815277668,0.3,0.8,0.33,0.55,UNK,0.31,,0.55,0.37529167534483165,0.8913972270060614,37.529167534483165
ג'ון פרידה,שמפו,טיפוח השיער,1.4382890442189493,0.3,0.8,0.33,0.55,UNK,0.31,,0.55,0.3751169508382241,0.8810143269938492,37.51169508382241
ג'ייסון,שמפו,טיפוח השיער,0.12270156000000003,0.3,0.8,0.33,0.55,UNK,0.31,,0.55,0.3751169508382241,0.8810143269938492,37.51169508382241
לוריאל ישראל,שמפו,טיפוח השיער,85.30838580247922,0.3,0.8,0.33,0.55,IMP,0.31,BRAND,0.45000000000000007,0.45000000000000007,0.8810143269938492,45.00000000000001
שסטוביץ,שמפו,טיפוח השיער,34.99473610968758,0.3,0.8,0.33,0.55,IMP,0.31,TRADER,0.67,0.67,0.8810143269938492,67.0
הנקל סוד,שמפו לגבר,טיפוח השיער,1.337361694058717,0.3,0.8,0.33,0.55,IMP,0.31,BRAND,0.45000000000000007,0.45000000000000007,0.8538642895644063,45.00000000000001
"ב.ה. דבליו יבוא ושיווק בע""מ",שמפו/מרכך לילדים,טיפוח השיער,3.586848038725396,0.3,0.8,0.33,0.55,IMP,0.31,TRADER,0.67,0.67,0.8585414217431425,67.0
"ד""ר פישר",שמפו/מרכך לילדים,טיפוח השיער,90.38113483227225,0.3,0.8,0.33,0.55,DOM,0.31,,0.55,0.31,0.8585414217431425,31.0
הנקל סוד,שמפו/מרכך לילדים,טיפוח השיער,2.066922907987988,0.3,0.8,0.33,0.55,IMP,0.31,BRAND,0.45000000000000007,0.45000000000000007,0.8585414217431425,45.00000000000001
לוריאל ישראל,ניקוי הפנים רגיל,טיפוח פנים,0.3212513881638718,0.28,0.85,0.33,0.55,IMP,0.30800000000000005,BRAND,0.45000000000000007,0.45000000000000007,1.0,45.00000000000001
יצרן לא ידוע,קרם פנים,טיפוח פנים,0.8107023223592402,0.28,0.85,0.33,0.55,BUCKET,0.30800000000000005,,0.55,0.44395635018988816,0.6451329738800464,44.39563501898881
אלקליל בעמ,קרם פנים,טיפוח פנים,3.047748254767211,0.28,0.85,0.33,0.55,UNK,0.30800000000000005,,0.55,0.44395635018988816,0.6451329738800464,44.39563501898881
ס.ל.א סלומון לוין ואלשטיין בעמ,קרם פנים,טיפוח פנים,2.2934484197422886,0.28,0.85,0.33,0.55,UNK,0.30800000000000005,,0.55,0.44395635018988816,0.6451329738800464,44.39563501898881
יצרן פרטי,קרם פנים לגבר,טיפוח פנים,0.14996107905376185,0.28,0.85,0.33,0.55,BUCKET,0.30800000000000005,,0.55,0.45746257053706824,0.9581440538786871,45.74625705370682
א.ג.ת.ד בעמ,יין אדום,יינות שולחניים,0.8762164242496799,0.4,0.25,0.25,0.65,UNK,0.17,,0.65,0.184327957115379,0.7247602195860673,18.4327957115379
טיב טעם,יין אדום,יינות שולחניים,0.39088169542568996,0.4,0.25,0.25,0.65,UNK,0.17,,0.65,0.184327957115379,0.7247602195860673,18.4327957115379
